Wavelength[nm],T% in an f/6 beam
703.1 ,0.00022
703.2 ,0.00022
703.3 ,0.00022
703.4 ,0.00022
703.5 ,0.00022
703.6 ,0.00022
703.7 ,0.00023
703.8 ,0.00023
703.9 ,0.00023
704.0 ,0.00023
704.1 ,0.00023
704.2 ,0.00023
704.3 ,0.00024
704.4 ,0.00024
704.5 ,0.00024
704.6 ,0.00024
704.7 ,0.00025
704.8 ,0.00025
704.9 ,0.00025
705.0 ,0.00026
705.1 ,0.00026
705.2 ,0.00026
705.3 ,0.00027
705.4 ,0.00027
705.5 ,0.00028
705.6 ,0.00028
705.7 ,0.00029
705.8 ,0.00029
705.9 ,0.0003
706.0 ,0.0003
706.1 ,0.00031
706.2 ,0.00031
706.3 ,0.00032
706.4 ,0.00032
706.5 ,0.00033
706.6 ,0.00034
706.7 ,0.00034
706.8 ,0.00035
706.9 ,0.00035
707.0 ,0.00036
707.1 ,0.00037
707.2 ,0.00037
707.3 ,0.00038
707.4 ,0.00039
707.5 ,0.00039
707.6 ,0.0004
707.7 ,0.00041
707.8 ,0.00041
707.9 ,0.00042
708.0 ,0.00043
708.1 ,0.00043
708.2 ,0.00044
708.3 ,0.00045
708.4 ,0.00045
708.5 ,0.00046
708.6 ,0.00047
708.7 ,0.00047
708.8 ,0.00048
708.9 ,0.00049
709.0 ,0.00049
709.1 ,0.0005
709.2 ,0.00051
709.3 ,0.00051
709.4 ,0.00052
709.5 ,0.00053
709.6 ,0.00054
709.7 ,0.00054
709.8 ,0.00055
709.9 ,0.00056
710.0 ,0.00057
710.1 ,0.00057
710.2 ,0.00058
710.3 ,0.00059
710.4 ,0.0006
710.5 ,0.0006
710.6 ,0.00061
710.7 ,0.00062
710.8 ,0.00063
710.9 ,0.00063
711.0 ,0.00064
711.1 ,0.00065
711.2 ,0.00065
711.3 ,0.00066
711.4 ,0.00066
711.5 ,0.00067
711.6 ,0.00067
711.7 ,0.00067
711.8 ,0.00067
711.9 ,0.00067
712.0 ,0.00067
712.1 ,0.00067
712.2 ,0.00066
712.3 ,0.00066
712.4 ,0.00065
712.5 ,0.00065
712.6 ,0.00064
712.7 ,0.00063
712.8 ,0.00061
712.9 ,0.0006
713.0 ,0.00059
713.1 ,0.00057
713.2 ,0.00056
713.3 ,0.00054
713.4 ,0.00053
713.5 ,0.00051
713.6 ,0.00049
713.7 ,0.00048
713.8 ,0.00046
713.9 ,0.00044
714.0 ,0.00043
714.1 ,0.00041
714.2 ,0.0004
714.3 ,0.00038
714.4 ,0.00037
714.5 ,0.00035
714.6 ,0.00034
714.7 ,0.00032
714.8 ,0.00031
714.9 ,0.0003
715.0 ,0.00029
715.1 ,0.00028
715.2 ,0.00027
715.3 ,0.00026
715.4 ,0.00025
715.5 ,0.00024
715.6 ,0.00023
715.7 ,0.00022
715.8 ,0.00021
715.9 ,0.00021
716.0 ,0.0002
716.1 ,0.00019
716.2 ,0.00019
716.3 ,0.00018
716.4 ,0.00018
716.5 ,0.00017
716.6 ,0.00017
716.7 ,0.00016
716.8 ,0.00016
716.9 ,0.00015
717.0 ,0.00015
717.1 ,0.00015
717.2 ,0.00014
717.3 ,0.00014
717.4 ,0.00014
717.5 ,0.00013
717.6 ,0.00013
717.7 ,0.00013
717.8 ,0.00013
717.9 ,0.00013
718.0 ,0.00012
718.1 ,0.00012
718.2 ,0.00012
718.3 ,0.00012
718.4 ,0.00012
718.5 ,0.00011
718.6 ,0.00011
718.7 ,0.00011
718.8 ,0.00011
718.9 ,0.00011
719.0 ,0.00011
719.1 ,0.00011
719.2 ,0.00011
719.3 ,0.00011
719.4 ,0.00011
719.5 ,0.0001
719.6 ,0.0001
719.7 ,0.0001
719.8 ,0.0001
719.9 ,0.0001
720.0 ,0.0001
720.1 ,0.0001
720.2 ,0.0001
720.3 ,0.0001
720.4 ,0.0001
720.5 ,0.0001
720.6 ,0.0001
720.7 ,0.0001
720.8 ,0.0001
720.9 ,0.0001
721.0 ,0.0001
721.1 ,0.0001
721.2 ,0.0001
721.3 ,0.0001
721.4 ,0.0001
721.5 ,0.0001
721.6 ,0.0001
721.7 ,0.0001
721.8 ,0.0001
721.9 ,0.0001
722.0 ,0.0001
722.1 ,0.0001
722.2 ,0.0001
722.3 ,0.0001
722.4 ,0.0001
722.5 ,0.00011
722.6 ,0.00011
722.7 ,0.00011
722.8 ,0.00011
722.9 ,0.00011
723.0 ,0.00011
723.1 ,0.00011
723.2 ,0.00011
723.3 ,0.00011
723.4 ,0.00011
723.5 ,0.00011
723.6 ,0.00011
723.7 ,0.00011
723.8 ,0.00011
723.9 ,0.00011
724.0 ,0.00011
724.1 ,0.00011
724.2 ,0.00011
724.3 ,0.00011
724.4 ,0.00011
724.5 ,0.00012
724.6 ,0.00012
724.7 ,0.00012
724.8 ,0.00012
724.9 ,0.00012
725.0 ,0.00012
725.1 ,0.00012
725.2 ,0.00012
725.3 ,0.00012
725.4 ,0.00012
725.5 ,0.00012
725.6 ,0.00012
725.7 ,0.00012
725.8 ,0.00012
725.9 ,0.00012
726.0 ,0.00013
726.1 ,0.00013
726.2 ,0.00013
726.3 ,0.00013
726.4 ,0.00013
726.5 ,0.00013
726.6 ,0.00013
726.7 ,0.00013
726.8 ,0.00013
726.9 ,0.00013
727.0 ,0.00013
727.1 ,0.00013
727.2 ,0.00013
727.3 ,0.00014
727.4 ,0.00014
727.5 ,0.00014
727.6 ,0.00014
727.7 ,0.00014
727.8 ,0.00014
727.9 ,0.00014
728.0 ,0.00014
728.1 ,0.00014
728.2 ,0.00014
728.3 ,0.00014
728.4 ,0.00014
728.5 ,0.00014
728.6 ,0.00014
728.7 ,0.00014
728.8 ,0.00015
728.9 ,0.00015
729.0 ,0.00015
729.1 ,0.00015
729.2 ,0.00015
729.3 ,0.00015
729.4 ,0.00015
729.5 ,0.00015
729.6 ,0.00015
729.7 ,0.00015
729.8 ,0.00015
729.9 ,0.00015
730.0 ,0.00015
730.1 ,0.00015
730.2 ,0.00015
730.3 ,0.00015
730.4 ,0.00015
730.5 ,0.00015
730.6 ,0.00015
730.7 ,0.00015
730.8 ,0.00015
730.9 ,0.00015
731.0 ,0.00015
731.1 ,0.00015
731.2 ,0.00015
731.3 ,0.00015
731.4 ,0.00015
731.5 ,0.00015
731.6 ,0.00015
731.7 ,0.00015
731.8 ,0.00015
731.9 ,0.00015
732.0 ,0.00015
732.1 ,0.00015
732.2 ,0.00015
732.3 ,0.00015
732.4 ,0.00015
732.5 ,0.00015
732.6 ,0.00015
732.7 ,0.00015
732.8 ,0.00015
732.9 ,0.00015
733.0 ,0.00015
733.1 ,0.00015
733.2 ,0.00015
733.3 ,0.00016
733.4 ,0.00016
733.5 ,0.00016
733.6 ,0.00016
733.7 ,0.00016
733.8 ,0.00016
733.9 ,0.00016
734.0 ,0.00017
734.1 ,0.00017
734.2 ,0.00017
734.3 ,0.00017
734.4 ,0.00018
734.5 ,0.00018
734.6 ,0.00018
734.7 ,0.00018
734.8 ,0.00019
734.9 ,0.00019
735.0 ,0.0002
735.1 ,0.0002
735.2 ,0.0002
735.3 ,0.00021
735.4 ,0.00021
735.5 ,0.00022
735.6 ,0.00022
735.7 ,0.00023
735.8 ,0.00024
735.9 ,0.00024
736.0 ,0.00025
736.1 ,0.00026
736.2 ,0.00026
736.3 ,0.00027
736.4 ,0.00028
736.5 ,0.00029
736.6 ,0.0003
736.7 ,0.00031
736.8 ,0.00032
736.9 ,0.00033
737.0 ,0.00035
737.1 ,0.00036
737.2 ,0.00037
737.3 ,0.00039
737.4 ,0.00041
737.5 ,0.00042
737.6 ,0.00044
737.7 ,0.00046
737.8 ,0.00048
737.9 ,0.0005
738.0 ,0.00052
738.1 ,0.00054
738.2 ,0.00056
738.3 ,0.00059
738.4 ,0.00061
738.5 ,0.00063
738.6 ,0.00066
738.7 ,0.00068
738.8 ,0.00071
738.9 ,0.00074
739.0 ,0.00076
739.1 ,0.00079
739.2 ,0.00081
739.3 ,0.00084
739.4 ,0.00086
739.5 ,0.00088
739.6 ,0.0009
739.7 ,0.00092
739.8 ,0.00094
739.9 ,0.00095
740.0 ,0.00097
740.1 ,0.00098
740.2 ,0.00099
740.3 ,0.00099
740.4 ,0.001
740.5 ,0.001
740.6 ,0.001
740.7 ,0.001
740.8 ,0.001
740.9 ,0.001
741.0 ,0.00099
741.1 ,0.00098
741.2 ,0.00098
741.3 ,0.00097
741.4 ,0.00096
741.5 ,0.00095
741.6 ,0.00094
741.7 ,0.00093
741.8 ,0.00092
741.9 ,0.00091
742.0 ,0.0009
742.1 ,0.0009
742.2 ,0.00089
742.3 ,0.00088
742.4 ,0.00087
742.5 ,0.00086
742.6 ,0.00086
742.7 ,0.00085
742.8 ,0.00084
742.9 ,0.00084
743.0 ,0.00083
743.1 ,0.00083
743.2 ,0.00082
743.3 ,0.00082
743.4 ,0.00082
743.5 ,0.00081
743.6 ,0.00081
743.7 ,0.00081
743.8 ,0.00081
743.9 ,0.00081
744.0 ,0.00081
744.1 ,0.00081
744.2 ,0.00081
744.3 ,0.00081
744.4 ,0.00081
744.5 ,0.00081
744.6 ,0.00081
744.7 ,0.00081
744.8 ,0.00081
744.9 ,0.00081
745.0 ,0.00081
745.1 ,0.00082
745.2 ,0.00082
745.3 ,0.00082
745.4 ,0.00082
745.5 ,0.00082
745.6 ,0.00082
745.7 ,0.00082
745.8 ,0.00082
745.9 ,0.00082
746.0 ,0.00082
746.1 ,0.00082
746.2 ,0.00082
746.3 ,0.00081
746.4 ,0.00081
746.5 ,0.00081
746.6 ,0.00081
746.7 ,0.0008
746.8 ,0.0008
746.9 ,0.0008
747.0 ,0.00079
747.1 ,0.00079
747.2 ,0.00078
747.3 ,0.00078
747.4 ,0.00077
747.5 ,0.00076
747.6 ,0.00076
747.7 ,0.00075
747.8 ,0.00075
747.9 ,0.00074
748.0 ,0.00074
748.1 ,0.00073
748.2 ,0.00072
748.3 ,0.00072
748.4 ,0.00071
748.5 ,0.00071
748.6 ,0.0007
748.7 ,0.00069
748.8 ,0.00069
748.9 ,0.00069
749.0 ,0.00068
749.1 ,0.00068
749.2 ,0.00067
749.3 ,0.00067
749.4 ,0.00067
749.5 ,0.00066
749.6 ,0.00066
749.7 ,0.00066
749.8 ,0.00066
749.9 ,0.00066
750.0 ,0.00065
750.1 ,0.00065
750.2 ,0.00065
750.3 ,0.00065
750.4 ,0.00065
750.5 ,0.00066
750.6 ,0.00066
750.7 ,0.00066
750.8 ,0.00066
750.9 ,0.00067
751.0 ,0.00067
751.1 ,0.00067
751.2 ,0.00068
751.3 ,0.00068
751.4 ,0.00069
751.5 ,0.00069
751.6 ,0.0007
751.7 ,0.00071
751.8 ,0.00071
751.9 ,0.00072
752.0 ,0.00073
752.1 ,0.00074
752.2 ,0.00075
752.3 ,0.00075
752.4 ,0.00076
752.5 ,0.00077
752.6 ,0.00078
752.7 ,0.00079
752.8 ,0.0008
752.9 ,0.00081
753.0 ,0.00082
753.1 ,0.00083
753.2 ,0.00084
753.3 ,0.00085
753.4 ,0.00085
753.5 ,0.00086
753.6 ,0.00087
753.7 ,0.00088
753.8 ,0.00088
753.9 ,0.00089
754.0 ,0.00089
754.1 ,0.00089
754.2 ,0.0009
754.3 ,0.0009
754.4 ,0.0009
754.5 ,0.0009
754.6 ,0.00089
754.7 ,0.00089
754.8 ,0.00089
754.9 ,0.00088
755.0 ,0.00087
755.1 ,0.00086
755.2 ,0.00086
755.3 ,0.00085
755.4 ,0.00084
755.5 ,0.00082
755.6 ,0.00081
755.7 ,0.0008
755.8 ,0.00079
755.9 ,0.00077
756.0 ,0.00076
756.1 ,0.00075
756.2 ,0.00073
756.3 ,0.00072
756.4 ,0.00071
756.5 ,0.00069
756.6 ,0.00068
756.7 ,0.00067
756.8 ,0.00065
756.9 ,0.00064
757.0 ,0.00063
757.1 ,0.00062
757.2 ,0.00061
757.3 ,0.00059
757.4 ,0.00058
757.5 ,0.00057
757.6 ,0.00056
757.7 ,0.00055
757.8 ,0.00054
757.9 ,0.00054
758.0 ,0.00053
758.1 ,0.00052
758.2 ,0.00051
758.3 ,0.00051
758.4 ,0.0005
758.5 ,0.0005
758.6 ,0.00049
758.7 ,0.00049
758.8 ,0.00048
758.9 ,0.00048
759.0 ,0.00048
759.1 ,0.00047
759.2 ,0.00047
759.3 ,0.00047
759.4 ,0.00046
759.5 ,0.00046
759.6 ,0.00046
759.7 ,0.00046
759.8 ,0.00046
759.9 ,0.00046
760.0 ,0.00046
760.1 ,0.00046
760.2 ,0.00046
760.3 ,0.00046
760.4 ,0.00046
760.5 ,0.00047
760.6 ,0.00047
760.7 ,0.00047
760.8 ,0.00048
760.9 ,0.00048
761.0 ,0.00048
761.1 ,0.00049
761.2 ,0.00049
761.3 ,0.0005
761.4 ,0.0005
761.5 ,0.00051
761.6 ,0.00051
761.7 ,0.00052
761.8 ,0.00053
761.9 ,0.00054
762.0 ,0.00054
762.1 ,0.00055
762.2 ,0.00056
762.3 ,0.00057
762.4 ,0.00058
762.5 ,0.0006
762.6 ,0.00061
762.7 ,0.00062
762.8 ,0.00063
762.9 ,0.00065
763.0 ,0.00066
763.1 ,0.00068
763.2 ,0.00069
763.3 ,0.0007
763.4 ,0.00072
763.5 ,0.00073
763.6 ,0.00075
763.7 ,0.00076
763.8 ,0.00078
763.9 ,0.0008
764.0 ,0.00081
764.1 ,0.00083
764.2 ,0.00085
764.3 ,0.00087
764.4 ,0.00089
764.5 ,0.00091
764.6 ,0.00092
764.7 ,0.00094
764.8 ,0.00096
764.9 ,0.00098
765.0 ,0.00099
765.1 ,0.00101
765.2 ,0.00102
765.3 ,0.00103
765.4 ,0.00104
765.5 ,0.00105
765.6 ,0.00106
765.7 ,0.00107
765.8 ,0.00107
765.9 ,0.00108
766.0 ,0.00108
766.1 ,0.00108
766.2 ,0.00108
766.3 ,0.00108
766.4 ,0.00108
766.5 ,0.00107
766.6 ,0.00107
766.7 ,0.00106
766.8 ,0.00105
766.9 ,0.00104
767.0 ,0.00103
767.1 ,0.00102
767.2 ,0.001
767.3 ,0.00099
767.4 ,0.00097
767.5 ,0.00095
767.6 ,0.00094
767.7 ,0.00092
767.8 ,0.0009
767.9 ,0.00088
768.0 ,0.00086
768.1 ,0.00084
768.2 ,0.00082
768.3 ,0.0008
768.4 ,0.00078
768.5 ,0.00076
768.6 ,0.00075
768.7 ,0.00073
768.8 ,0.00071
768.9 ,0.00069
769.0 ,0.00067
769.1 ,0.00065
769.2 ,0.00063
769.3 ,0.00062
769.4 ,0.0006
769.5 ,0.00058
769.6 ,0.00056
769.7 ,0.00055
769.8 ,0.00053
769.9 ,0.00052
770.0 ,0.0005
770.1 ,0.00049
770.2 ,0.00047
770.3 ,0.00046
770.4 ,0.00045
770.5 ,0.00044
770.6 ,0.00043
770.7 ,0.00041
770.8 ,0.0004
770.9 ,0.00039
771.0 ,0.00038
771.1 ,0.00037
771.2 ,0.00036
771.3 ,0.00035
771.4 ,0.00034
771.5 ,0.00033
771.6 ,0.00032
771.7 ,0.00031
771.8 ,0.00031
771.9 ,0.0003
772.0 ,0.00029
772.1 ,0.00028
772.2 ,0.00028
772.3 ,0.00027
772.4 ,0.00027
772.5 ,0.00026
772.6 ,0.00025
772.7 ,0.00025
772.8 ,0.00024
772.9 ,0.00024
773.0 ,0.00023
773.1 ,0.00023
773.2 ,0.00022
773.3 ,0.00022
773.4 ,0.00022
773.5 ,0.00021
773.6 ,0.00021
773.7 ,0.0002
773.8 ,0.0002
773.9 ,0.0002
774.0 ,0.00019
774.1 ,0.00019
774.2 ,0.00019
774.3 ,0.00018
774.4 ,0.00018
774.5 ,0.00018
774.6 ,0.00018
774.7 ,0.00017
774.8 ,0.00017
774.9 ,0.00017
775.0 ,0.00017
775.1 ,0.00017
775.2 ,0.00016
775.3 ,0.00016
775.4 ,0.00016
775.5 ,0.00016
775.6 ,0.00016
775.7 ,0.00016
775.8 ,0.00015
775.9 ,0.00015
776.0 ,0.00015
776.1 ,0.00015
776.2 ,0.00015
776.3 ,0.00015
776.4 ,0.00015
776.5 ,0.00015
776.6 ,0.00015
776.7 ,0.00015
776.8 ,0.00015
776.9 ,0.00015
777.0 ,0.00015
777.1 ,0.00015
777.2 ,0.00015
777.3 ,0.00015
777.4 ,0.00015
777.5 ,0.00015
777.6 ,0.00015
777.7 ,0.00015
777.8 ,0.00015
777.9 ,0.00015
778.0 ,0.00015
778.1 ,0.00015
778.2 ,0.00015
778.3 ,0.00015
778.4 ,0.00015
778.5 ,0.00015
778.6 ,0.00015
778.7 ,0.00015
778.8 ,0.00015
778.9 ,0.00015
779.0 ,0.00015
779.1 ,0.00015
779.2 ,0.00015
779.3 ,0.00016
779.4 ,0.00016
779.5 ,0.00016
779.6 ,0.00016
779.7 ,0.00016
779.8 ,0.00017
779.9 ,0.00017
780.0 ,0.00017
780.1 ,0.00017
780.2 ,0.00017
780.3 ,0.00018
780.4 ,0.00018
780.5 ,0.00018
780.6 ,0.00018
780.7 ,0.00018
780.8 ,0.00019
780.9 ,0.00019
781.0 ,0.00019
781.1 ,0.00019
781.2 ,0.0002
781.3 ,0.0002
781.4 ,0.00021
781.5 ,0.00021
781.6 ,0.00021
781.7 ,0.00022
781.8 ,0.00022
781.9 ,0.00023
782.0 ,0.00023
782.1 ,0.00023
782.2 ,0.00024
782.3 ,0.00024
782.4 ,0.00024
782.5 ,0.00025
782.6 ,0.00025
782.7 ,0.00025
782.8 ,0.00026
782.9 ,0.00026
783.0 ,0.00027
783.1 ,0.00027
783.2 ,0.00027
783.3 ,0.00028
783.4 ,0.00028
783.5 ,0.00028
783.6 ,0.00029
783.7 ,0.00029
783.8 ,0.0003
783.9 ,0.0003
784.0 ,0.0003
784.1 ,0.00031
784.2 ,0.00031
784.3 ,0.00032
784.4 ,0.00032
784.5 ,0.00033
784.6 ,0.00033
784.7 ,0.00034
784.8 ,0.00034
784.9 ,0.00035
785.0 ,0.00035
785.1 ,0.00036
785.2 ,0.00036
785.3 ,0.00036
785.4 ,0.00036
785.5 ,0.00037
785.6 ,0.00037
785.7 ,0.00037
785.8 ,0.00037
785.9 ,0.00037
786.0 ,0.00037
786.1 ,0.00038
786.2 ,0.00038
786.3 ,0.00038
786.4 ,0.00038
786.5 ,0.00038
786.6 ,0.00038
786.7 ,0.00038
786.8 ,0.00038
786.9 ,0.00038
787.0 ,0.00038
787.1 ,0.00038
787.2 ,0.00038
787.3 ,0.00038
787.4 ,0.00038
787.5 ,0.00038
787.6 ,0.00038
787.7 ,0.00038
787.8 ,0.00037
787.9 ,0.00037
788.0 ,0.00037
788.1 ,0.00037
788.2 ,0.00037
788.3 ,0.00037
788.4 ,0.00036
788.5 ,0.00036
788.6 ,0.00036
788.7 ,0.00036
788.8 ,0.00035
788.9 ,0.00035
789.0 ,0.00035
789.1 ,0.00035
789.2 ,0.00035
789.3 ,0.00034
789.4 ,0.00034
789.5 ,0.00034
789.6 ,0.00034
789.7 ,0.00034
789.8 ,0.00033
789.9 ,0.00033
790.0 ,0.00033
790.1 ,0.00033
790.2 ,0.00032
790.3 ,0.00032
790.4 ,0.00032
790.5 ,0.00032
790.6 ,0.00032
790.7 ,0.00031
790.8 ,0.00031
790.9 ,0.00031
791.0 ,0.00031
791.1 ,0.0003
791.2 ,0.0003
791.3 ,0.0003
791.4 ,0.0003
791.5 ,0.0003
791.6 ,0.0003
791.7 ,0.00029
791.8 ,0.00029
791.9 ,0.00029
792.0 ,0.00029
792.1 ,0.00029
792.2 ,0.00028
792.3 ,0.00028
792.4 ,0.00028
792.5 ,0.00028
792.6 ,0.00028
792.7 ,0.00028
792.8 ,0.00028
792.9 ,0.00027
793.0 ,0.00027
793.1 ,0.00027
793.2 ,0.00027
793.3 ,0.00027
793.4 ,0.00027
793.5 ,0.00027
793.6 ,0.00027
793.7 ,0.00027
793.8 ,0.00026
793.9 ,0.00026
794.0 ,0.00026
794.1 ,0.00026
794.2 ,0.00026
794.3 ,0.00026
794.4 ,0.00026
794.5 ,0.00026
794.6 ,0.00026
794.7 ,0.00026
794.8 ,0.00026
794.9 ,0.00026
795.0 ,0.00026
795.1 ,0.00026
795.2 ,0.00026
795.3 ,0.00026
795.4 ,0.00025
795.5 ,0.00025
795.6 ,0.00025
795.7 ,0.00025
795.8 ,0.00025
795.9 ,0.00025
796.0 ,0.00025
796.1 ,0.00025
796.2 ,0.00025
796.3 ,0.00025
796.4 ,0.00025
796.5 ,0.00025
796.6 ,0.00026
796.7 ,0.00026
796.8 ,0.00026
796.9 ,0.00026
797.0 ,0.00026
797.1 ,0.00026
797.2 ,0.00026
797.3 ,0.00026
797.4 ,0.00026
797.5 ,0.00026
797.6 ,0.00026
797.7 ,0.00026
797.8 ,0.00026
797.9 ,0.00026
798.0 ,0.00026
798.1 ,0.00026
798.2 ,0.00026
798.3 ,0.00027
798.4 ,0.00027
798.5 ,0.00027
798.6 ,0.00027
798.7 ,0.00027
798.8 ,0.00027
798.9 ,0.00027
799.0 ,0.00027
799.1 ,0.00028
799.2 ,0.00028
799.3 ,0.00028
799.4 ,0.00028
799.5 ,0.00028
799.6 ,0.00028
799.7 ,0.00029
799.8 ,0.00029
799.9 ,0.00029
800.0 ,0.00029
800.1 ,0.00029
800.2 ,0.00029
800.3 ,0.0003
800.4 ,0.0003
800.5 ,0.0003
800.6 ,0.0003
800.7 ,0.00031
800.8 ,0.00031
800.9 ,0.00031
801.0 ,0.00031
801.1 ,0.00032
801.2 ,0.00032
801.3 ,0.00032
801.4 ,0.00032
801.5 ,0.00033
801.6 ,0.00033
801.7 ,0.00033
801.8 ,0.00034
801.9 ,0.00034
802.0 ,0.00034
802.1 ,0.00035
802.2 ,0.00035
802.3 ,0.00035
802.4 ,0.00036
802.5 ,0.00036
802.6 ,0.00036
802.7 ,0.00037
802.8 ,0.00037
802.9 ,0.00038
803.0 ,0.00038
803.1 ,0.00038
803.2 ,0.00039
803.3 ,0.00039
803.4 ,0.0004
803.5 ,0.0004
803.6 ,0.00041
803.7 ,0.00041
803.8 ,0.00041
803.9 ,0.00042
804.0 ,0.00042
804.1 ,0.00043
804.2 ,0.00043
804.3 ,0.00044
804.4 ,0.00044
804.5 ,0.00045
804.6 ,0.00045
804.7 ,0.00046
804.8 ,0.00047
804.9 ,0.00047
805.0 ,0.00048
805.1 ,0.00048
805.2 ,0.00049
805.3 ,0.00049
805.4 ,0.0005
805.5 ,0.00051
805.6 ,0.00051
805.7 ,0.00052
805.8 ,0.00052
805.9 ,0.00053
806.0 ,0.00053
806.1 ,0.00054
806.2 ,0.00055
806.3 ,0.00055
806.4 ,0.00056
806.5 ,0.00056
806.6 ,0.00057
806.7 ,0.00058
806.8 ,0.00058
806.9 ,0.00059
807.0 ,0.00059
807.1 ,0.0006
807.2 ,0.0006
807.3 ,0.00061
807.4 ,0.00061
807.5 ,0.00062
807.6 ,0.00062
807.7 ,0.00062
807.8 ,0.00063
807.9 ,0.00063
808.0 ,0.00064
808.1 ,0.00064
808.2 ,0.00064
808.3 ,0.00064
808.4 ,0.00065
808.5 ,0.00065
808.6 ,0.00065
808.7 ,0.00065
808.8 ,0.00065
808.9 ,0.00065
809.0 ,0.00065
809.1 ,0.00065
809.2 ,0.00065
809.3 ,0.00065
809.4 ,0.00065
809.5 ,0.00065
809.6 ,0.00065
809.7 ,0.00065
809.8 ,0.00065
809.9 ,0.00064
810.0 ,0.00064
810.1 ,0.00064
810.2 ,0.00063
810.3 ,0.00063
810.4 ,0.00063
810.5 ,0.00062
810.6 ,0.00062
810.7 ,0.00061
810.8 ,0.00061
810.9 ,0.0006
811.0 ,0.0006
811.1 ,0.00059
811.2 ,0.00059
811.3 ,0.00058
811.4 ,0.00057
811.5 ,0.00057
811.6 ,0.00056
811.7 ,0.00056
811.8 ,0.00055
811.9 ,0.00054
812.0 ,0.00054
812.1 ,0.00053
812.2 ,0.00052
812.3 ,0.00052
812.4 ,0.00051
812.5 ,0.0005
812.6 ,0.0005
812.7 ,0.00049
812.8 ,0.00048
812.9 ,0.00048
813.0 ,0.00047
813.1 ,0.00046
813.2 ,0.00046
813.3 ,0.00045
813.4 ,0.00044
813.5 ,0.00044
813.6 ,0.00043
813.7 ,0.00042
813.8 ,0.00042
813.9 ,0.00041
814.0 ,0.0004
814.1 ,0.0004
814.2 ,0.00039
814.3 ,0.00039
814.4 ,0.00038
814.5 ,0.00038
814.6 ,0.00037
814.7 ,0.00036
814.8 ,0.00036
814.9 ,0.00035
815.0 ,0.00035
815.1 ,0.00034
815.2 ,0.00034
815.3 ,0.00033
815.4 ,0.00033
815.5 ,0.00033
815.6 ,0.00032
815.7 ,0.00032
815.8 ,0.00031
815.9 ,0.00031
816.0 ,0.0003
816.1 ,0.0003
816.2 ,0.0003
816.3 ,0.00029
816.4 ,0.00029
816.5 ,0.00028
816.6 ,0.00028
816.7 ,0.00028
816.8 ,0.00027
816.9 ,0.00027
817.0 ,0.00027
817.1 ,0.00026
817.2 ,0.00026
817.3 ,0.00026
817.4 ,0.00025
817.5 ,0.00025
817.6 ,0.00025
817.7 ,0.00025
817.8 ,0.00024
817.9 ,0.00024
818.0 ,0.00024
818.1 ,0.00024
818.2 ,0.00023
818.3 ,0.00023
818.4 ,0.00023
818.5 ,0.00023
818.6 ,0.00022
818.7 ,0.00022
818.8 ,0.00022
818.9 ,0.00022
819.0 ,0.00022
819.1 ,0.00021
819.2 ,0.00021
819.3 ,0.00021
819.4 ,0.00021
819.5 ,0.00021
819.6 ,0.0002
819.7 ,0.0002
819.8 ,0.0002
819.9 ,0.0002
820.0 ,0.0002
820.1 ,0.0002
820.2 ,0.0002
820.3 ,0.00019
820.4 ,0.00019
820.5 ,0.00019
820.6 ,0.00019
820.7 ,0.00019
820.8 ,0.00019
820.9 ,0.00019
821.0 ,0.00019
821.1 ,0.00018
821.2 ,0.00018
821.3 ,0.00018
821.4 ,0.00018
821.5 ,0.00018
821.6 ,0.00018
821.7 ,0.00018
821.8 ,0.00018
821.9 ,0.00018
822.0 ,0.00018
822.1 ,0.00018
822.2 ,0.00018
822.3 ,0.00017
822.4 ,0.00017
822.5 ,0.00017
822.6 ,0.00017
822.7 ,0.00017
822.8 ,0.00017
822.9 ,0.00017
823.0 ,0.00017
823.1 ,0.00017
823.2 ,0.00017
823.3 ,0.00017
823.4 ,0.00017
823.5 ,0.00017
823.6 ,0.00017
823.7 ,0.00017
823.8 ,0.00017
823.9 ,0.00017
824.0 ,0.00017
824.1 ,0.00017
824.2 ,0.00017
824.3 ,0.00017
824.4 ,0.00017
824.5 ,0.00017
824.6 ,0.00017
824.7 ,0.00017
824.8 ,0.00017
824.9 ,0.00017
825.0 ,0.00017
825.1 ,0.00017
825.2 ,0.00017
825.3 ,0.00017
825.4 ,0.00017
825.5 ,0.00017
825.6 ,0.00017
825.7 ,0.00017
825.8 ,0.00017
825.9 ,0.00017
826.0 ,0.00017
826.1 ,0.00017
826.2 ,0.00017
826.3 ,0.00017
826.4 ,0.00017
826.5 ,0.00017
826.6 ,0.00017
826.7 ,0.00017
826.8 ,0.00017
826.9 ,0.00017
827.0 ,0.00017
827.1 ,0.00017
827.2 ,0.00017
827.3 ,0.00018
827.4 ,0.00018
827.5 ,0.00018
827.6 ,0.00018
827.7 ,0.00018
827.8 ,0.00018
827.9 ,0.00018
828.0 ,0.00018
828.1 ,0.00018
828.2 ,0.00018
828.3 ,0.00018
828.4 ,0.00019
828.5 ,0.00019
828.6 ,0.00019
828.7 ,0.00019
828.8 ,0.00019
828.9 ,0.00019
829.0 ,0.00019
829.1 ,0.00019
829.2 ,0.00019
829.3 ,0.0002
829.4 ,0.0002
829.5 ,0.0002
829.6 ,0.0002
829.7 ,0.0002
829.8 ,0.0002
829.9 ,0.00021
830.0 ,0.00021
830.1 ,0.00021
